Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes,
Abu Dhabi,Shaabiya Police Station,2011,December,07-12-11,Abu Dhabi,Internal road,100110022580,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11A Street Salam (IntersectionFood Control Agency),IP11A Street Salam (IntersectionFood Control Agency),Commercial area,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Syria,Y,Driver,Driver's seat,Minor,56,M,Male,56,46 to 60 years,Dec,Arab States,Wednesday,11:28,AM,46 to 60 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,145,"4573.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east taking the second left lane (arrow direction), the other was coming from the east to north taking the right second lane, the first ran the red light and crashed into the front part of the other. The accident is charted and necessary actions are made.      ","Al Salam Street, the intersection of First Gulf Bank and Dubai Islamic Bank",Yes,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,December,08-12-11,Abu Dhabi,Internal road,100110022620,8,Second week,Traffic accident with injuries,Misuse of traffic,1,Street Baniyas (Najda)(6),Street Baniyas (Najda)(6),Residential area,Single road,day,clear,Dry,Not on Intersection,Person run over,Sudan,N,Pedestrian,No passenger,Moderate,8,M,Male,8,8 to 17 years,Dec,Arab States,Thursday,6:35,AM,Below 18 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,17,"4574.                 Having surveyed the scene of the accident: - The vehicle causing the accident, holding Abu Dhabi plate no. 54602, was heading from the west to the east, coming out of Najda street, it kept driving until it hit the victim who was injured and taken to hospital by the ambulance The accident is charted and necessary actions are made.      ",The intersection of Najda Street with a side street,No,60,"Cross, there's no crosswalk",2,
Abu Dhabi,Khaldiya Police Station,2011,December,08-12-11,Abu Dhabi,Internal road,100110022660,8,Second week,Traffic accident with injuries,Not leaving enough space,1,IP4 IntersectionZayed Al Awal - Street 26,IP4 IntersectionZayed Al Awal - Street 26,One level intersection,Double road,day,clear,Dry,Perpendicular Intersection,Rear collision,Bangladesh,N,Driver,Driver's seat,Moderate,49,M,Male,49,46 to 60 years,Dec,Asian States,Thursday,9:45,AM,46 to 60 years,1,Khaldiya,Block 53-2,92,"4575.                 Having surveyed the scene of the accident: - The two vehicles were heading from the north to the south, the causing vehicle was ahead of the damaged one, but due the narrow space between the two, the causing driver hit the rear part of the other.  The accident is charted and necessary actions are made.      ",Before Sheraton Khaldiya Intersection,No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,08-12-11,Abu Dhabi,Internal road,100110022600,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Tunisia,N,Passenger,Back passenger seat,Minor,25,M,Male,25,18 to 30 years,Dec,Arab States,Thursday,0:15,PM,18 to 30 years,1,Rawdah,Block 77-2,177,"4576.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east taking the left lane of the intersection leading to the north, the other was coming from the east to north taking the left third lane, the first lost attention, broke the rules of traffic, ran the red light and crashed into the front part of the other, the latter lost balance, swerved off and bumped into electric facility on roadside as illustrated, both vehicles stopped off road, a man and woman injured in the first, and the other driver was injured, as well as other physical damages to the state-owned properties and the two vehicles. The accident is charted and necessary actions are made.      ",Currently the Chinese embassy intersection,No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,08-12-11,Abu Dhabi,Internal road,100110022600,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Tunisia,N,Passenger,Back passenger seat,Minor,25,F,Female,25,18 to 30 years,Dec,Arab States,Thursday,0:15,PM,18 to 30 years,1,Rawdah,Block 77-2,177,"4577.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east taking the left lane of the intersection leading to the north, the other was coming from the east to north taking the left third lane, the first lost attention, broke the rules of traffic, ran the red light and crashed into the front part of the other, the latter lost balance, swerved off and bumped into electric facility on roadside as illustrated, both vehicles stopped off road, a man and woman injured in the first, and the other driver was injured, as well as other physical damages to the state-owned properties and the two vehicles. The accident is charted and necessary actions are made.      ",Currently the Chinese embassy intersection,No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,08-12-11,Abu Dhabi,Internal road,100110022600,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Severe,69,M,Male,69,Above 60,Dec,UAE,Thursday,0:15,PM,Above 60,1,Rawdah,Block 77-2,177,"4578.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east taking the left lane of the intersection leading to the north, the other was coming from the east to north taking the left third lane, the first lost attention, broke the rules of traffic, ran the red light and crashed into the front part of the other, the latter lost balance, swerved off and bumped into electric facility on roadside as illustrated, both vehicles stopped off road, a man and woman injured in the first, and the other driver was injured, as well as other physical damages to the state-owned properties and the two vehicles. The accident is charted and necessary actions are made.      ",Currently the Chinese embassy intersection,Yes,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,09-12-11,Abu Dhabi,Internal road,100110022740,9,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP20 IntersectionHamdan Bin Mohamed - Rashed Bin Saeed Al-Maktoum,IP20 IntersectionHamdan Bin Mohamed - Rashed Bin Saeed Al-Maktoum,Commercial area,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Palestine,N,Passenger,Back passenger seat,Moderate,47,F,Female,47,46 to 60 years,Dec,Arab States,Friday,7:56,AM,46 to 60 years,1,Markaziya (Gharb),Block 12-2,107,"4579.                 Having surveyed the scene of the accident: - the vehicle causing the accident was heading from the north to the west taking the right lane, the other was coming from the west to the east taking the middle lane, once both arrived the intersection, the first driver ran the red light, then it crashed into the right side of the other, by the power of collision the causing was turned and pulled off the left side as illustrated. ",Ahmed bin Hamed intersection,No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,09-12-11,Abu Dhabi,Internal road,100110022720,9,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Moderate,51,M,Male,51,46 to 60 years,Dec,Asian States,Friday,8:08,AM,46 to 60 years,1,Mushrif,Block 19-2,14,"4580.                 Having surveyed the scene of the accident: - the vehicle causing the accident was heading from the east to the west taking the right lane, the other was coming from the south to the north taking the right lane, once both arrived the intersection, the first driver ran the red light, then it crashed into the right side of the other as illustrated and charted. ",Mushrif Mall intersection,Yes,80,None,4,
Abu Dhabi,Khaldiya Police Station,2011,December,09-12-11,Abu Dhabi,Internal road,100110022782,9,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP71 IntersectionAl Saada - Rashed Bin Saeed Al-Maktoum,IP71 IntersectionAl Saada - Rashed Bin Saeed Al-Maktoum,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Pakistan,N,Driver,Driver's seat,Minor,56,M,Male,56,46 to 60 years,Dec,Asian States,Friday,9:20,AM,46 to 60 years,1,Mushrif,Block 19-2,131,"4581.                 Having surveyed the scene of the accident: - the vehicle causing the accident was heading from the north to the west, the other was coming from the west to the east, the first driver ran the red light, then it crashed into the front part of the other as illustrated and charted.",Abu Dhabi Police General Command intersection,No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,09-12-11,Abu Dhabi,Internal road,100110022780,9,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Govt. authority,Double road,night - enough lights,clear,Dry,Not on Intersection,Rear collision,Iraq,Y,Driver,Driver's seat,Minor,25,M,Male,25,18 to 30 years,Dec,Arab States,Friday,21:40,PM,18 to 30 years,1,Sports City,Block 28-2,16,"4582.                 Having surveyed the scene of the accident: - the vehicle causing the accident and first and second damaged ones were heading from the east to the west, the causing was driving off route and in an intoxicated condition, he crashed into the left rear part of the first vehicle, by the power of collision the causing vehicle crashed into left side of the second damaged one, then it climbed over the pavement  to the opposite street, at the time the third damaged one was surprised by the arrival of the causing one, it averted the collision but it hit the rear right part of the fourth damaged one as illustrated and charted.",Opposite to Zayed Sports City,Yes,100,None,4,
Abu Dhabi,Khaldiya Police Station,2011,December,09-12-11,Abu Dhabi,Internal road,100110022780,9,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Govt. authority,Double road,night - enough lights,clear,Dry,Not on Intersection,Rear collision,UAE,N,Driver,Driver's seat,Severe,44,M,Male,44,31 to 45 years,Dec,UAE,Friday,21:40,PM,31 to 45 years,1,Sports City,Block 28-2,16,"4583.                 Having surveyed the scene of the accident: - the vehicle causing the accident and first and second damaged ones were heading from the east to the west, the causing was driving off route and in an intoxicated condition, he crashed into the left rear part of the first vehicle, by the power of collision the causing vehicle crashed into left side of the second damaged one, then it climbed over the pavement  to the opposite street, at the time the third damaged one was surprised by the arrival of the causing one, it averted the collision but it hit the rear right part of the fourth damaged one as illustrated and charted.",Opposite to Zayed Sports City,No,100,None,4,
Abu Dhabi,Khaldiya Police Station,2011,December,10-12-11,Abu Dhabi,Internal road,100110022800,10,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP118 Street Bainunah (IntersectionCentral Bank),IP118 Street Bainunah (IntersectionCentral Bank),Commercial area,Single road,day,clear,Dry,Not on or around 20 meters,Rear collision,UAE,N,Driver,Driver's seat,Minor,35,M,Male,35,31 to 45 years,Dec,UAE,Saturday,6:37,AM,31 to 45 years,1,Al Butain,Block 95-2,159,"4584.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking a side street, the other was completely pulled off to right side of the road without a driver in, the first was distracted and intoxicated, he lost control and swerved off the route crashing into the left rear part of the other as illustrated, the causing driver was injured, as well as other physical damages to the two vehicles. The accident is charted and necessary actions are made.      ","Al Bateen Area, side street, behind Al Bateen Marina, parallel to Bainunah Street.",No,40,None,1,
Abu Dhabi,Khaldiya Police Station,2011,December,11-12-11,Abu Dhabi,Internal road,100110022920,11,Second week,Traffic accident with injuries,Misuse of traffic,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Residential area,Single road,day,clear,Dry,Not on or around 20 meters,Person run over,UAE,N,Pedestrian,No passenger,Moderate,3,M,Male,3,1 to 7 years,Dec,UAE,Sunday,13:45,PM,Below 18 years,1,Mushrif,Block 18-1,14,"4585.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north to the east taking a side street, the victim child was crossing the street, once the child entered the street, the first was distracted and did not notice the child, the right front part hit the child as illustrated, the child had an injury in the left leg, no damages occurred to the vehicle. The accident is charted and necessary actions are made.      ","Mushrif area, near Khalifa School",No,40,"Cross, there's no crosswalk",1,
Abu Dhabi,Shaabiya Police Station,2011,December,11-12-11,Abu Dhabi,Internal road,100110022880,11,Second week,Traffic accident with injuries,Misuse of traffic,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Commercial area,Double road,day,clear,Dry,Not on Intersection,Person run over,Nepal,N,Pedestrian,No passenger,Moderate,44,M,Male,44,31 to 45 years,Dec,Other,Sunday,15:45,PM,31 to 45 years,1,Mina,Block 73-1,25,"4586.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north to the south taking the far left lane, the victim was crossing from the west to the east, the front part of the vehicle hit the victim’s body, his head hit the windshield and fell to the ground 5 meters away, the victim was injured and the vehicle was physically damaged. ","Zayed Al Awal Street, before the intersection of the Dana Plaza Hotel",No,60,"Cross, there's no crosswalk",2,
Abu Dhabi,Shaabiya Police Station,2011,December,12-12-11,Abu Dhabi,Internal road,100110023003,12,Second week,Traffic accident with injuries,Misuse of traffic,1,Hazaa Bin Zayed Al Awal Street (11),Hazaa Bin Zayed Al Awal Street (11),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Person run over,Nepal,N,Pedestrian,No passenger,Moderate,20,M,Male,20,18 to 30 years,Dec,Other,Monday,14:22,PM,18 to 30 years,1,Al Wahda,Block 16-1,23,"4587.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east taking the left fourth lane, the other was coming from the north to the east taking the first left lane, the first crashed into the front part of the second, this was because the first driver ran the red light, the driver of the second was injured and both vehicles had physical damages. The accident is charted and necessary actions are made.      ","Sheikh Rashid Street, inside Al Wahda Mall",No,20,"Cross, but not on the crosswalk",1,
Abu Dhabi,Shaabiya Police Station,2011,December,12-12-11,Abu Dhabi,Internal road,100110022361,12,Second week,Traffic accident with injuries,Misuse of traffic,1,Street Salam (8),Street Salam (8),Work area,Highway,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,Australia,N,Pedestrian,No passenger,Moderate,50,M,Male,50,46 to 60 years,Dec,Other,Monday,3:50,PM,46 to 60 years,1,Qasr Al Bahar,Block 75-1,12,"4588.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking the first left lane, the front right part of the vehicle hit the victim. The accident is charted and necessary actions are made.      ","Al Salam Street, before the intersection of Hazaa Street and Al Salam Street in Qasr Al Bahar area",No,60,"Cross, there's no crosswalk",3,
Abu Dhabi,Shaabiya Police Station,2011,December,12-12-11,Abu Dhabi,Internal road,100110022360,12,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Salam (8),Street Salam (8),Work area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,deterioration,Jordan,N,Driver,Driver's seat,Minor,42,M,Male,42,31 to 45 years,Dec,Arab States,Monday,3:50,PM,31 to 45 years,1,Qasr Al Bahar,Block 36-1,12,"4589.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east to the west taking the far left lane, due to the exceed speed and negligence the front part hit the plastic barriers and light pole and digital van (flash), the vehicle lost balance and the driver had mild injuries, the latter was taken to Sheikh Khalifa Hospital. The necessary actions are made.      ","Al Salam Street, before the intersection of Hazaa Street and Al Salam Street in Qasr Al Bahar area",No,80,None,4,
Abu Dhabi,Khaldiya Police Station,2011,December,13-12-11,Abu Dhabi,Internal road,100110023004,13,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP6 IntersectionZayed Al Awal - Street 32 (Sultan Bin Zayed),IP6 IntersectionZayed Al Awal - Street 32 (Sultan Bin Zayed),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Canada,Y,Driver,Driver's seat,Minor,29,M,Male,29,18 to 30 years,Dec,Other,Tuesday,22:15,PM,18 to 30 years,1,Khaldiya,Block 73-2,94,"4590.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east taking the left fourth lane, the other was coming from the north to the east taking the first left lane, the first crashed into the front part of the second, this was because the first driver ran the red light, the driver of the second was injured and both vehicles had physical damages. The accident is charted and necessary actions are made.      ","Zayed Al Awal Street, Inward",Yes,60,None,4,
Abu Dhabi,Al Madina Police Station,2011,December,13-12-11,Abu Dhabi,Internal road,100110023060,13,Second week,Traffic accident with injuries,Lack of driving awareness,1,Street Mina(3),Street Mina(3),Govt. authority,Single road,day,clear,Dry,Not on or around 20 meters,deterioration,Bangladesh,N,Passenger,Back passenger seat,Moderate,25,M,Male,25,18 to 30 years,Dec,Asian States,Tuesday,14:30,PM,18 to 30 years,1,Mina,Block 72-1,30,"4591.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking a two-way side street, the driver was not experienced in driving and did not hold a license, its front part crashed into the pavement and swerved off to the left side as illustrated in the chart.  ","Street off Mina Zayed Street, opposite the Civil Defense",No,40,None,1,
Abu Dhabi,Al Madina Police Station,2011,December,13-12-11,Abu Dhabi,Internal road,100110023060,13,Second week,Traffic accident with injuries,Lack of driving awareness,1,Street Mina(3),Street Mina(3),Govt. authority,Single road,day,clear,Dry,Not on or around 20 meters,deterioration,Bangladesh,N,Passenger,Back passenger seat,Moderate,28,M,Male,28,18 to 30 years,Dec,Asian States,Tuesday,14:30,PM,18 to 30 years,1,Mina,Block 72-1,30,"4592.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking a two-way side street, the driver was not experienced in driving and did not hold a license, its front part crashed into the pavement and swerved off to the left side as illustrated in the chart.  ","Street off Mina Zayed Street, opposite the Civil Defense",No,40,None,1,
Abu Dhabi,Al Madina Police Station,2011,December,13-12-11,Abu Dhabi,Internal road,100110023040,13,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Mina(3),Street Mina(3),Govt. authority,Intersection,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,Jordan,N,Passenger,Back passenger seat,Minor,27,M,Male,27,18 to 30 years,Dec,Arab States,Tuesday,15:50,PM,18 to 30 years,1,Mina,Block 72-1,30,"4593.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south to the north taking the far left lane, the other vehicle was coming from the north to the south, the driver ran the red light and crashed into the right side of the other vehicle as illustrated in the chart.  ","Abu Dhabi, Al Mina Area, Al Mina Police intersection",No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,14-12-11,Abu Dhabi,Internal road,100110023080,14,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Bainunah(34),Street Bainunah(34),Residential area,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Hitting a stationary object on the road,UAE,N,Driver,Driver's seat,Minor,35,M,Male,35,31 to 45 years,Dec,UAE,Wednesday,2:50,PM,31 to 45 years,1,Al Butain,Block 94-2,19,"4594.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east on the right lane, the driver was distracted, negligent, intoxicated, exceeded the speed limits, and broke the rules, he swerved off and crashed into the pavement and the traffic pole as illustrated, the driver was injured as well as other physical damages to the state-owned properties and the causing vehicle. The accident is charted and the necessary actions are made.           ","Bainunah Street, before the former intersection of al Qataria, outward,",No,60,None,3,
Abu Dhabi,Al Madina Police Station,2011,December,14-12-11,Abu Dhabi,Internal road,100110023100,14,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Mina(3),Street Mina(3),Commercial area,Double road,day,clear,Dry,Not on or around 20 meters,Hitting a stationary object on the road,UAE,N,Driver,Driver's seat,Minor,18,M,Male,18,18 to 30 years,Dec,UAE,Wednesday,10:10,AM,18 to 30 years,1,Mina,Block 91-1,30,"4595.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west to the east on the right lane, the driver was distracted, negligent, intoxicated, exceeded the speed limits, and broke the rules, he lost control and swerved off to the right and crashed into the pavement and stopped off the road as illustrated, the driver was injured as well as other physical damages to the state-owned properties in terms of 10 meters grass long and the causing vehicle. The accident is charted and the necessary actions are made.           ",Near the port warehouses,No,40,None,4,
Abu Dhabi,Shaabiya Police Station,2011,December,15-12-11,Abu Dhabi,Internal road,100110023140,15,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Bridge / Tunnel,Bridge /  Tunnel,day,clear,Dry,Not on or around 20 meters,Rear collision,Philippines,N,Passenger,Back passenger seat,Minor,30,M,Male,30,18 to 30 years,Dec,Asian States,Thursday,8:00,AM,18 to 30 years,1,Musaffah Bridge,Not Identified,16,"4596.                 Having surveyed the scene of the accident: - all vehicles were heading from the west to the east taking the far left lane, the first causing vehicle did not leave enough space, it crashed into the rear part of the first damaged vehicle, which in turn crashed into the rear part of the second, the same hit the rear part of the first causing one, the first driver and escorting passenger had injured and taken to Sheikh Khalifa Hospital. The accident is charted and the necessary actions are made.           ","Arabian Gulf Street, Mussafah Bridge, outward",No,100,None,5,
Abu Dhabi,Shaabiya Police Station,2011,December,15-12-11,Abu Dhabi,Internal road,100110023140,15,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Bridge / Tunnel,Bridge /  Tunnel,day,clear,Dry,Not on or around 20 meters,Rear collision,Pakistan,Y,Driver,Driver's seat,Moderate,35,M,Male,35,31 to 45 years,Dec,Asian States,Thursday,8:00,AM,31 to 45 years,1,Musaffah Bridge,Not Identified,16,"4597.                 Having surveyed the scene of the accident: - all vehicles were heading from the west to the east taking the far left lane, the first causing vehicle did not leave enough space, it crashed into the rear part of the first damaged vehicle, which in turn crashed into the rear part of the second, the same hit the rear part of the first causing one, the first driver and escorting passenger had injured and taken to Sheikh Khalifa Hospital. The accident is charted and the necessary actions are made.           ","Arabian Gulf Street, Mussafah Bridge, outward",Yes,100,None,5,
Abu Dhabi,Al Madina Police Station,2011,December,15-12-11,Abu Dhabi,Internal road,100110023120,15,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Mina(3),Street Mina(3),external road,Double road,day,clear,Dry,Not on or around 20 meters,Side collision,Bangladesh,Y,Driver,Driver's seat,Moderate,32,M,Male,32,31 to 45 years,Dec,Asian States,Thursday,8:17,AM,31 to 45 years,1,Mina,Block 91-1,30,"4598.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east to the west on the left lane, the damaged vehicle was coming from the same lane, the driver exceeded the speed limits, broke the rules, and suddenly swerved off and crashed into the rear left part of the other, then it rolled off the road, the driver was injured and taken to Khalifa Hospital in a general mild condition as well as other physical damages to the vehicles and the state-owned properties in terms of 55 meters grass and flowers long. The accident is charted and the necessary actions are made.           ","Sheikh Khalifa Bin Zayed Street, Saadiyat Island Area, after the Golf Bridge, Inward",Yes,100,None,5,
Abu Dhabi,Shaabiya Police Station,2011,December,15-12-11,Abu Dhabi,Internal road,100110023180,15,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Falah(9),Street Falah(9),Commercial area,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Pakistan,Y,Driver,Driver's seat,Minor,30,M,Male,30,18 to 30 years,Dec,Asian States,Thursday,20:25,PM,18 to 30 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,24,"4599.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north taking the left lane, the damaged vehicle was coming from the south to the north leading to the detour at the intersection leading to the south, the driver of the causing vehicle lost attention, broke the rules, and ran the red light, then he crashed into the front right angle of the other vehicle, which swerved to the island’s pavement as illustrated and stopped at the right lane of the road, the driver and passenger of the causing vehicle were injured as well as other common damages to the vehicles. The accident is charted and necessary actions are made.        ","Al Falah Street, intersection with the Ministry of Finance",Yes,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,December,15-12-11,Abu Dhabi,Internal road,100110023180,15,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Falah(9),Street Falah(9),Commercial area,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,India,Y,Passenger,Front passenger seat,Minor,26,M,Male,26,18 to 30 years,Dec,Asian States,Thursday,20:25,PM,18 to 30 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,24,"4600.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north taking the left lane, the damaged vehicle was coming from the south to the north leading to the detour at the intersection leading to the south, the driver of the causing vehicle lost attention, broke the rules, and ran the red light, then he crashed into the front right angle of the other vehicle, which swerved to the island’s pavement as illustrated and stopped at the right lane of the road, the driver and passenger of the causing vehicle were injured as well as other common damages to the vehicles. The accident is charted and necessary actions are made.        ","Al Falah Street, intersection with the Ministry of Finance",Yes,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,December,16-12-11,Abu Dhabi,Internal road,114110000120,16,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,Y,Passenger,Front passenger seat,Minor,31,F,Female,31,31 to 45 years,Dec,Arab States,Friday,16:05,PM,31 to 45 years,1,Not Identified,Not Identified,16,"4601.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east turning to the left to the south, taking the far left lane, to the other damaged vehicle was coming from the west to the east taking the middle lane, due to running the red light the accident happened, in which the two hit each other, both vehicles had common damages and the passenger escorting the driver of the damaged one had injured. The accident is charted and necessary actions are made.         ","Manaseer area, the intersection of Arabian Gulf Street with Hazaa Street",Yes,80,None,,
Abu Dhabi,Shaabiya Police Station,2011,December,16-12-11,Abu Dhabi,Internal road,100110023240,16,Third week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,Govt. authority,Double road,night - enough lights,clear,Dry,Multiple leg Intersection,Hitting a stationary object on the road,UAE,Y,Driver,Driver's seat,Minor,27,M,Male,27,18 to 30 years,Dec,UAE,Friday,5:30,PM,18 to 30 years,1,Dhafra (Abu Dhabi),Block 55-1,160,"4602.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west the east taking the middle lane, the driver was intoxicated, he crashed into the pavement, then lost control over the vehicle in the street, he and the other passenger were mildly injured, they left the hospital in a good general condition after receiving the treatment, the vehicle had serious damages. The accident is charted and necessary actions are made.         ","Al Salam Street, Qasr Al Bahar area, after Hazaa intersection with Al Salam, outward",Yes,80,None,4,
Abu Dhabi,Shaabiya Police Station,2011,December,16-12-11,Abu Dhabi,Internal road,100110023240,16,Third week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,IP44 IntersectionSalam - Hazaa Bin Zayed Al Awal,Govt. authority,Double road,night - enough lights,clear,Dry,Multiple leg Intersection,Hitting a stationary object on the road,UAE,Y,Passenger,Front passenger seat,Minor,23,M,Male,23,18 to 30 years,Dec,UAE,Friday,5:30,PM,18 to 30 years,1,Dhafra (Abu Dhabi),Block 55-1,160,"4603.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the west the east taking the middle lane, the driver was intoxicated, he crashed into the pavement, then lost control over the vehicle in the street, he and the other passenger were mildly injured, they left the hospital in a good general condition after receiving the treatment, the vehicle had serious damages. The accident is charted and necessary actions are made.         ","Al Salam Street, Qasr Al Bahar area, after Hazaa intersection with Al Salam, outward",Yes,80,None,4,
